35.71425000 27.98760000
35.69453872 28.30090175
35.63571576 28.60926255
35.53870877 28.90781935
35.40504762 29.19186375
35.23684023 29.45691618
35.03673933 29.69879663
34.80790062 29.91369048
34.55393303 30.09820873
34.27884178 30.24944142
33.98696523 30.36500353
33.68290644 30.44307256
33.37146060 30.48241731
33.05753940 30.48241731
32.74609356 30.44307256
32.44203477 30.36500353
32.15015822 30.24944142
31.87506697 30.09820873
31.62109938 29.91369048
31.39226067 29.69879663
31.19215977 29.45691618
31.02395238 29.19186375
30.89029123 28.90781935
30.79328424 28.60926255
30.73446128 28.30090175
30.71475000 27.98760000
30.73446128 27.67429825
30.79328424 27.36593745
30.89029123 27.06738065
31.02395238 26.78333625
31.19215977 26.51828382
31.39226067 26.27640337
31.62109938 26.06150952
31.87506697 25.87699127
32.15015822 25.72575858
32.44203477 25.61019647
32.74609356 25.53212744
33.05753940 25.49278269
33.37146060 25.49278269
33.68290644 25.53212744
33.98696523 25.61019647
34.27884178 25.72575858
34.55393303 25.87699127
34.80790062 26.06150952
35.03673933 26.27640337
35.23684023 26.51828382
35.40504762 26.78333625
35.53870877 27.06738065
35.63571576 27.36593745
35.69453872 27.67429825
