0 0.1
0 5.11
0 10.12
0 15.13
0 20.14
0 25.15
0 30.16
0 35.17
0 40.18
0 45.19
5.01 0.1
5.01 5.11
5.01 10.12
5.01 15.13
5.01 20.14
5.01 25.15
5.01 30.16
5.01 35.17
5.01 40.18
5.01 45.19
10.02 0.1
10.02 5.11
10.02 10.12
10.02 15.13
10.02 20.14
10.02 25.15
10.02 30.16
10.02 35.17
10.02 40.18
10.02 45.19
15.03 0.1
15.03 5.11
15.03 10.12
15.03 15.13
15.03 20.14
15.03 25.15
15.03 30.16
15.03 35.17
15.03 40.18
15.03 45.19
20.04 0.1
20.04 5.11
20.04 10.12
20.04 15.13
20.04 20.14
20.04 25.15
20.04 30.16
20.04 35.17
20.04 40.18
20.04 45.19
25.05 0.1
25.05 5.11
25.05 10.12
25.05 15.13
25.05 20.14
25.05 25.15
25.05 30.16
25.05 35.17
25.05 40.18
25.05 45.19
30.06 0.1
30.06 5.11
30.06 10.12
30.06 15.13
30.06 20.14
30.06 25.15
30.06 30.16
30.06 35.17
30.06 40.18
30.06 45.19
35.07 0.1
35.07 5.11
35.07 10.12
35.07 15.13
35.07 20.14
35.07 25.15
35.07 30.16
35.07 35.17
35.07 40.18
35.07 45.19
40.08 0.1
40.08 5.11
40.08 10.12
40.08 15.13
40.08 20.14
40.08 25.15
40.08 30.16
40.08 35.17
40.08 40.18
40.08 45.19
45.09 0.1
45.09 5.11
45.09 10.12
45.09 15.13
45.09 20.14
45.09 25.15
45.09 30.16
45.09 35.17
45.09 40.18
45.09 45.19
